Distance,Target_ID,Decoded_ID,Success,Confidence,Category_Label
1.2000000000000002,15,15,1,0.8524729609489441,3
1.2000000000000002,22,22,1,0.8282923102378845,5
1.2000000000000002,9,9,1,0.8562946319580078,2
1.2000000000000002,15,15,1,0.8670088648796082,3
1.2000000000000002,19,19,1,0.8385792970657349,4
1.2000000000000002,27,27,1,0.8574867248535156,6
1.2000000000000002,12,12,1,0.8612411618232727,3
1.2000000000000002,6,6,1,0.8697531223297119,1
1.2000000000000002,18,18,1,0.8613898754119873,4
1.2000000000000002,21,21,1,0.8509733080863953,5
1.2000000000000002,9,9,1,0.8492093086242676,2
1.2000000000000002,24,24,1,0.8537243604660034,0
1.2000000000000002,8,8,1,0.8376652598381042,2
1.2000000000000002,19,19,1,0.8498049378395081,4
1.2000000000000002,0,0,1,0.8457235097885132,0
1.2000000000000002,28,28,1,0.8570837378501892,6
1.2000000000000002,14,14,1,0.8367454409599304,3
1.2000000000000002,5,5,1,0.8393990397453308,1
1.2000000000000002,3,3,1,0.86270672082901,0
1.2000000000000002,7,7,1,0.8463733196258545,1
1.2000000000000002,16,16,1,0.8572410345077515,3
1.2000000000000002,26,26,1,0.8470368385314941,0
1.2000000000000002,2,2,1,0.8456882238388062,0
1.2000000000000002,4,4,1,0.8602724075317383,1
1.2000000000000002,26,26,1,0.8419730067253113,0
1.2000000000000002,26,26,1,0.8477057218551636,0
1.2000000000000002,10,10,1,0.8605552315711975,2
1.2000000000000002,19,19,1,0.8240981698036194,4
1.2000000000000002,23,23,1,0.846263587474823,5
1.2000000000000002,8,8,1,0.8381267189979553,2
1.2000000000000002,21,21,1,0.8475796580314636,5
1.2000000000000002,1,1,1,0.8276371955871582,0
1.2000000000000002,14,14,1,0.8563705682754517,3
1.2000000000000002,3,3,1,0.8515042066574097,0
1.2000000000000002,15,15,1,0.8567155599594116,3
1.2000000000000002,1,1,1,0.834408700466156,0
1.2000000000000002,29,29,1,0.8506966829299927,7
1.2000000000000002,10,10,1,0.84601891040802,2
1.2000000000000002,24,24,1,0.8442583084106445,0
1.2000000000000002,23,23,1,0.8521209955215454,5
1.2000000000000002,27,27,1,0.8524478077888489,6
1.2000000000000002,17,17,1,0.8570522665977478,3
1.2000000000000002,0,0,1,0.8396153450012207,0
1.2000000000000002,20,20,1,0.8328154683113098,4
1.2000000000000002,3,3,1,0.8564798831939697,0
1.2000000000000002,19,19,1,0.8171980381011963,4
1.2000000000000002,16,16,1,0.8691385984420776,3
1.2000000000000002,6,6,1,0.8714738488197327,1
1.2000000000000002,27,27,1,0.861697256565094,6
1.2000000000000002,27,27,1,0.852264404296875,6
1.2000000000000002,18,18,1,0.865797758102417,4
1.2000000000000002,28,28,1,0.8569911122322083,6
1.2000000000000002,9,9,1,0.8519042134284973,2
1.2000000000000002,21,21,1,0.8568095564842224,5
1.2000000000000002,5,5,1,0.8379297852516174,1
1.2000000000000002,3,3,1,0.8617016673088074,0
1.2000000000000002,22,22,1,0.826767086982727,5
1.2000000000000002,20,20,1,0.8466373085975647,4
1.2000000000000002,28,28,1,0.8578879237174988,6
1.2000000000000002,29,29,1,0.8449482917785645,7
1.2000000000000002,18,18,1,0.8654440641403198,4
1.2000000000000002,8,8,1,0.8417675495147705,2
1.2000000000000002,16,16,1,0.863071620464325,3
1.2000000000000002,16,16,1,0.8614867329597473,3
1.2000000000000002,20,20,1,0.846428632736206,4
1.2000000000000002,27,27,1,0.8664941787719727,6
1.2000000000000002,0,0,1,0.8492953181266785,0
1.2000000000000002,14,14,1,0.8465834856033325,3
1.2000000000000002,12,12,1,0.8576533198356628,3
1.2000000000000002,3,3,1,0.8614314794540405,0
1.2000000000000002,4,4,1,0.8631777763366699,1
1.2000000000000002,21,21,1,0.8524309992790222,5
1.2000000000000002,24,24,1,0.8410033583641052,0
1.2000000000000002,17,17,1,0.8332077860832214,3
1.2000000000000002,14,14,1,0.8586187958717346,3
1.2000000000000002,19,19,1,0.8174920082092285,4
1.2000000000000002,0,0,1,0.8419783711433411,0
1.2000000000000002,26,26,1,0.8450002074241638,0
1.2000000000000002,19,19,1,0.8400110006332397,4
1.2000000000000002,8,8,1,0.8280515074729919,2
1.2000000000000002,29,29,1,0.8408901691436768,7
1.2000000000000002,2,2,1,0.8561333417892456,0
1.2000000000000002,14,14,1,0.8546077013015747,3
1.2000000000000002,23,23,1,0.8459570407867432,5
1.2000000000000002,4,4,1,0.8603311777114868,1
1.2000000000000002,14,14,1,0.854313850402832,3
1.2000000000000002,5,5,1,0.8435728549957275,1
1.2000000000000002,6,6,1,0.8768988251686096,1
1.2000000000000002,5,5,1,0.8438026309013367,1
1.2000000000000002,0,0,1,0.8446109890937805,0
1.2000000000000002,14,14,1,0.8507964611053467,3
1.2000000000000002,9,9,1,0.8498382568359375,2
1.2000000000000002,14,14,1,0.8515600562095642,3
1.2000000000000002,28,28,1,0.8686991333961487,6
1.2000000000000002,27,27,1,0.8605648875236511,6
1.2000000000000002,0,0,1,0.8404725193977356,0
1.3000000000000003,26,26,1,0.8165378570556641,0
1.3000000000000003,14,14,1,0.8263654708862305,3
1.3000000000000003,4,4,1,0.8227049708366394,1
1.3000000000000003,24,24,1,0.8031554818153381,0
1.3000000000000003,7,7,1,0.8177139163017273,1
1.3000000000000003,25,25,1,0.7832880020141602,0
1.3000000000000003,4,4,1,0.8300026059150696,1
1.3000000000000003,7,7,1,0.8185082674026489,1
1.3000000000000003,20,20,1,0.8056949973106384,4
1.3000000000000003,18,18,1,0.8217576742172241,4
1.3000000000000003,16,16,1,0.8259226679801941,3
1.3000000000000003,23,23,1,0.7995014786720276,5
1.3000000000000003,7,7,1,0.8155748248100281,1
1.3000000000000003,12,12,1,0.7967382073402405,3
1.3000000000000003,15,15,1,0.8099725842475891,3
1.3000000000000003,17,17,1,0.8079245686531067,3
1.3000000000000003,6,6,1,0.8380106687545776,1
1.3000000000000003,23,23,1,0.7900605797767639,5
1.3000000000000003,22,22,1,0.8087128400802612,5
1.3000000000000003,25,25,1,0.7774887681007385,0
1.3000000000000003,4,4,1,0.8143717050552368,1
1.3000000000000003,16,16,1,0.8240927457809448,3
1.3000000000000003,27,27,1,0.8113321661949158,6
1.3000000000000003,28,28,1,0.8134711980819702,6
1.3000000000000003,25,25,1,0.7755963206291199,0
1.3000000000000003,20,20,1,0.795805037021637,4
1.3000000000000003,6,6,1,0.8457464575767517,1
1.3000000000000003,6,6,1,0.845768928527832,1
1.3000000000000003,1,1,1,0.7843427658081055,0
1.3000000000000003,28,28,1,0.8225138187408447,6
1.3000000000000003,9,9,1,0.7973890900611877,2
1.3000000000000003,17,17,1,0.8042484521865845,3
1.3000000000000003,7,7,1,0.8347070813179016,1
1.3000000000000003,18,18,1,0.8124385476112366,4
1.3000000000000003,22,22,1,0.7987028360366821,5
1.3000000000000003,29,29,1,0.8154172897338867,7
1.3000000000000003,17,17,1,0.8113482594490051,3
1.3000000000000003,20,20,1,0.8039470314979553,4
1.3000000000000003,1,1,1,0.7914953827857971,0
1.3000000000000003,1,1,1,0.7773682475090027,0
1.3000000000000003,28,28,1,0.8179340958595276,6
1.3000000000000003,15,15,1,0.8196207284927368,3
1.3000000000000003,27,27,1,0.8144779801368713,6
1.3000000000000003,21,21,1,0.8027358055114746,5
1.3000000000000003,3,3,1,0.8310946822166443,0
1.3000000000000003,19,19,1,0.7813223600387573,4
1.3000000000000003,8,8,1,0.7990134954452515,2
1.3000000000000003,12,12,1,0.8023084402084351,3
1.3000000000000003,4,4,1,0.8099567890167236,1
1.3000000000000003,7,7,1,0.8073904514312744,1
1.3000000000000003,28,28,1,0.8167229890823364,6
1.3000000000000003,18,18,1,0.8402845859527588,4
1.3000000000000003,11,11,1,0.7901702523231506,2
1.3000000000000003,23,23,1,0.790959894657135,5
1.3000000000000003,7,7,1,0.8194471001625061,1
1.3000000000000003,21,21,1,0.790535569190979,5
1.3000000000000003,17,17,1,0.8237892985343933,3
1.3000000000000003,16,16,1,0.8354979753494263,3
1.3000000000000003,25,25,1,0.7856998443603516,0
1.3000000000000003,3,3,1,0.8223438858985901,0
1.3000000000000003,27,27,1,0.8239480257034302,6
1.3000000000000003,10,10,1,0.8103716969490051,2
1.3000000000000003,19,19,1,0.7793421745300293,4
1.3000000000000003,26,26,1,0.8008655309677124,0
1.3000000000000003,20,20,1,0.798513650894165,4
1.3000000000000003,3,3,1,0.8264329433441162,0
1.3000000000000003,14,14,1,0.8118546009063721,3
1.3000000000000003,7,7,1,0.796040415763855,1
1.3000000000000003,12,12,1,0.8113131523132324,3
1.3000000000000003,8,8,1,0.8009741902351379,2
1.3000000000000003,25,25,1,0.7870233654975891,0
1.3000000000000003,20,20,1,0.8059923648834229,4
1.3000000000000003,2,2,1,0.8050376772880554,0
1.3000000000000003,24,24,1,0.8130491375923157,0
1.3000000000000003,10,10,1,0.7998853921890259,2
1.3000000000000003,8,8,1,0.7865700125694275,2
1.3000000000000003,26,26,1,0.7996701002120972,0
1.3000000000000003,29,29,1,0.7989174127578735,7
1.3000000000000003,15,15,1,0.8048436641693115,3
1.3000000000000003,5,5,1,0.8052213191986084,1
1.3000000000000003,26,26,1,0.8119954466819763,0
1.3000000000000003,4,4,1,0.825890839099884,1
1.3000000000000003,20,20,1,0.7928789258003235,4
1.3000000000000003,3,3,1,0.8272366523742676,0
1.3000000000000003,0,0,1,0.813640832901001,0
1.3000000000000003,26,26,1,0.8036168813705444,0
1.3000000000000003,7,7,1,0.8148929476737976,1
1.3000000000000003,25,25,1,0.7674561738967896,0
1.3000000000000003,28,28,1,0.8210593461990356,6
1.3000000000000003,7,7,1,0.81866055727005,1
1.3000000000000003,13,13,1,0.810191810131073,3
1.3000000000000003,28,28,1,0.8227038383483887,6
1.3000000000000003,18,18,1,0.8290497064590454,4
1.3000000000000003,1,1,1,0.7995684146881104,0
1.3000000000000003,11,11,1,0.7709815502166748,2
1.3000000000000003,11,11,1,0.7968789339065552,2
1.3000000000000003,14,14,1,0.8290293216705322,3
1.3000000000000003,0,0,1,0.789443850517273,0
1.3000000000000003,22,22,1,0.8010836839675903,5
1.3000000000000003,2,2,1,0.8044387102127075,0
1.4000000000000004,17,17,1,0.7586963772773743,3
1.4000000000000004,11,11,1,0.7239392399787903,2
1.4000000000000004,24,24,1,0.7789110541343689,0
1.4000000000000004,23,23,1,0.7346447110176086,5
1.4000000000000004,15,15,1,0.7758733034133911,3
1.4000000000000004,29,29,1,0.735594630241394,7
1.4000000000000004,26,26,1,0.747913122177124,0
1.4000000000000004,22,22,1,0.7331469655036926,5
1.4000000000000004,9,9,1,0.7581449747085571,2
1.4000000000000004,23,23,1,0.728300929069519,5
1.4000000000000004,23,23,1,0.7549471855163574,5
1.4000000000000004,5,5,1,0.7368721961975098,1
1.4000000000000004,16,16,1,0.7962124347686768,3
1.4000000000000004,17,17,1,0.7641804218292236,3
1.4000000000000004,22,22,1,0.7194291353225708,5
1.4000000000000004,4,4,1,0.7713780403137207,1
1.4000000000000004,6,6,1,0.7850452065467834,1
1.4000000000000004,26,26,1,0.7629955410957336,0
1.4000000000000004,16,16,1,0.7946569919586182,3
1.4000000000000004,15,15,1,0.777834415435791,3
1.4000000000000004,25,25,1,0.7280555367469788,0
1.4000000000000004,15,15,1,0.7755455374717712,3
1.4000000000000004,27,27,1,0.7788243889808655,6
1.4000000000000004,15,15,1,0.77115398645401,3
1.4000000000000004,3,3,1,0.7895424962043762,0
1.4000000000000004,1,1,1,0.7394322752952576,0
1.4000000000000004,25,25,1,0.7165021300315857,0
1.4000000000000004,6,6,1,0.8015927672386169,1
1.4000000000000004,3,3,1,0.763595461845398,0
1.4000000000000004,18,18,1,0.7773693799972534,4
1.4000000000000004,10,10,1,0.776666522026062,2
1.4000000000000004,18,18,1,0.7611810564994812,4
1.4000000000000004,20,20,1,0.7482246160507202,4
1.4000000000000004,6,6,1,0.7993320226669312,1
1.4000000000000004,25,25,1,0.7321217060089111,0
1.4000000000000004,26,26,1,0.7525196075439453,0
1.4000000000000004,2,2,1,0.7611706256866455,0
1.4000000000000004,21,21,1,0.7720000147819519,5
1.4000000000000004,7,7,1,0.7873202562332153,1
1.4000000000000004,0,0,1,0.7675444483757019,0
1.4000000000000004,20,20,1,0.7612874507904053,4
1.4000000000000004,5,5,1,0.7577816247940063,1
1.4000000000000004,20,20,1,0.7501750588417053,4
1.4000000000000004,28,28,1,0.7914435267448425,6
1.4000000000000004,10,10,1,0.7544590830802917,2
1.4000000000000004,24,24,1,0.7839837074279785,0
1.4000000000000004,1,1,1,0.7508434057235718,0
1.4000000000000004,29,29,1,0.7766076922416687,7
1.4000000000000004,16,16,1,0.7843414545059204,3
1.4000000000000004,8,8,1,0.7540456056594849,2
1.4000000000000004,17,17,1,0.7640740871429443,3
1.4000000000000004,16,16,1,0.7801010012626648,3
1.4000000000000004,18,18,1,0.7806483507156372,4
1.4000000000000004,13,13,1,0.7617820501327515,3
1.4000000000000004,2,2,1,0.7625124454498291,0
1.4000000000000004,21,21,1,0.7677053809165955,5
1.4000000000000004,18,18,1,0.7900316715240479,4
1.4000000000000004,25,25,1,0.7370412349700928,0
1.4000000000000004,15,15,1,0.7815477848052979,3
1.4000000000000004,23,23,1,0.7561473846435547,5
1.4000000000000004,25,25,1,0.7369522452354431,0
1.4000000000000004,23,23,1,0.7415264248847961,5
1.4000000000000004,5,5,1,0.7503798007965088,1
1.4000000000000004,1,1,1,0.7517830729484558,0
1.4000000000000004,23,23,1,0.7373642921447754,5
1.4000000000000004,22,22,1,0.7345996499061584,5
1.4000000000000004,4,4,1,0.7602643966674805,1
1.4000000000000004,5,5,1,0.7440667152404785,1
1.4000000000000004,24,24,1,0.7617793083190918,0
1.4000000000000004,13,13,1,0.7661422491073608,3
1.4000000000000004,10,10,1,0.7667064666748047,2
1.4000000000000004,1,1,1,0.7589161396026611,0
1.4000000000000004,6,6,1,0.7976550459861755,1
1.4000000000000004,9,9,1,0.7646506428718567,2
1.4000000000000004,4,4,1,0.7598438858985901,1
1.4000000000000004,18,18,1,0.8001946806907654,4
1.4000000000000004,16,16,1,0.7828922867774963,3
1.4000000000000004,14,14,1,0.7737503051757812,3
1.4000000000000004,21,21,1,0.758091151714325,5
1.4000000000000004,0,0,1,0.7625513672828674,0
1.4000000000000004,17,17,1,0.7569177746772766,3
1.4000000000000004,18,18,1,0.777594804763794,4
1.4000000000000004,10,10,1,0.7852777242660522,2
1.4000000000000004,1,1,1,0.7680416107177734,0
1.4000000000000004,2,2,1,0.7553637623786926,0
1.4000000000000004,10,10,1,0.7405462861061096,2
1.4000000000000004,20,20,1,0.7354950904846191,4
1.4000000000000004,21,21,1,0.776048481464386,5
1.4000000000000004,2,2,1,0.7582322359085083,0
1.4000000000000004,19,19,1,0.7322036027908325,4
1.4000000000000004,26,26,1,0.743820309638977,0
1.4000000000000004,7,7,1,0.7871731519699097,1
1.4000000000000004,22,22,1,0.7180464863777161,5
1.4000000000000004,21,21,1,0.765701413154602,5
1.4000000000000004,5,5,1,0.7598907351493835,1
1.4000000000000004,26,26,1,0.7574182152748108,0
1.4000000000000004,26,26,1,0.7403122782707214,0
1.4000000000000004,10,10,1,0.7500520944595337,2
1.4000000000000004,26,26,1,0.7347613573074341,0
1.4000000000000004,0,0,1,0.771801233291626,0
1.5000000000000004,29,29,1,0.7093279361724854,7
1.5000000000000004,9,9,1,0.7132254838943481,2
1.5000000000000004,21,21,1,0.7026196122169495,5
1.5000000000000004,14,14,1,0.727170467376709,3
1.5000000000000004,3,3,1,0.7396267652511597,0
1.5000000000000004,7,7,1,0.7191422581672668,1
1.5000000000000004,7,7,1,0.7239347696304321,1
1.5000000000000004,2,2,1,0.7377454042434692,0
1.5000000000000004,21,21,1,0.7158427834510803,5
1.5000000000000004,12,12,1,0.7071194052696228,3
1.5000000000000004,18,18,1,0.7362409830093384,4
1.5000000000000004,27,27,1,0.7351065874099731,6
1.5000000000000004,13,13,1,0.7083305716514587,3
1.5000000000000004,21,21,1,0.6899434328079224,5
1.5000000000000004,15,15,1,0.7230513095855713,3
1.5000000000000004,8,8,1,0.6961930394172668,2
1.5000000000000004,13,13,1,0.720598578453064,3
1.5000000000000004,4,4,1,0.7170422673225403,1
1.5000000000000004,24,24,1,0.7168320417404175,0
1.5000000000000004,26,26,1,0.7128044366836548,0
1.5000000000000004,3,3,1,0.7389758229255676,0
1.5000000000000004,6,6,1,0.768912672996521,1
1.5000000000000004,28,28,1,0.7079270482063293,6
1.5000000000000004,28,28,1,0.7488995790481567,6
1.5000000000000004,20,20,1,0.7013987302780151,4
1.5000000000000004,26,26,1,0.7340795993804932,0
1.5000000000000004,23,23,1,0.6843692064285278,5
1.5000000000000004,5,5,1,0.6980056166648865,1
1.5000000000000004,22,22,1,0.6786709427833557,5
1.5000000000000004,13,13,1,0.7034685611724854,3
1.5000000000000004,3,3,1,0.7394249439239502,0
1.5000000000000004,0,0,1,0.7123748064041138,0
1.5000000000000004,26,26,1,0.7274361848831177,0
1.5000000000000004,5,5,1,0.7269720435142517,1
1.5000000000000004,14,14,1,0.7306544780731201,3
1.5000000000000004,16,16,1,0.7346068024635315,3
1.5000000000000004,16,16,1,0.7258226871490479,3
1.5000000000000004,29,29,1,0.7128489017486572,7
1.5000000000000004,13,13,1,0.7133438587188721,3
1.5000000000000004,10,10,1,0.723170280456543,2
1.5000000000000004,21,21,1,0.6981927752494812,5
1.5000000000000004,27,27,1,0.7237926721572876,6
1.5000000000000004,0,0,1,0.7080622911453247,0
1.5000000000000004,9,9,1,0.7281869053840637,2
1.5000000000000004,23,23,1,0.6843288540840149,5
1.5000000000000004,0,0,1,0.7203066349029541,0
1.5000000000000004,19,19,1,0.6851053237915039,4
1.5000000000000004,16,16,1,0.7368249893188477,3
1.5000000000000004,12,12,1,0.7293317317962646,3
1.5000000000000004,23,23,1,0.6862713098526001,5
1.5000000000000004,29,29,1,0.7096664309501648,7
1.5000000000000004,12,12,1,0.7371692657470703,3
1.5000000000000004,7,7,1,0.7459076046943665,1
1.5000000000000004,23,23,1,0.6917628645896912,5
1.5000000000000004,14,14,1,0.7145859003067017,3
1.5000000000000004,13,13,1,0.7251354455947876,3
1.5000000000000004,29,29,1,0.7122493982315063,7
1.5000000000000004,2,2,1,0.7159802317619324,0
1.5000000000000004,5,5,1,0.724261999130249,1
1.5000000000000004,11,11,1,0.6966784000396729,2
1.5000000000000004,22,22,1,0.6738983988761902,5
1.5000000000000004,5,5,1,0.7219477295875549,1
1.5000000000000004,29,29,1,0.6922658681869507,7
1.5000000000000004,28,28,1,0.7282896041870117,6
1.5000000000000004,24,24,1,0.7161518931388855,0
1.5000000000000004,3,3,1,0.7563462257385254,0
1.5000000000000004,29,29,1,0.7158067226409912,7
1.5000000000000004,7,7,1,0.7398843169212341,1
1.5000000000000004,23,23,1,0.7009601593017578,5
1.5000000000000004,7,7,1,0.7099357843399048,1
1.5000000000000004,23,23,1,0.671781063079834,5
1.5000000000000004,20,20,1,0.7148343324661255,4
1.5000000000000004,20,20,1,0.6999117732048035,4
1.5000000000000004,28,28,1,0.7317104339599609,6
1.5000000000000004,25,25,1,0.6880018711090088,0
1.5000000000000004,6,6,1,0.7562215328216553,1
